payment_id,customer_id,payment_date,amount,payment_method
5373,2029,2024-12-15,591.42,cash
5374,53,2024-03-10,207.53,cash
5375,4680,2023-07-01,94.86,mobile
5376,655,2023-10-03,506.15,card
5377,1219,2024-05-15,275.06,cash
5378,1038,2025-03-17,952.67,card
5379,225,2023-09-17,591.39,card
5380,3745,2024-10-11,545.08,mobile
5381,4511,2024-03-26,489.57,bank
5382,2218,2024-07-30,665.3,card
5383,1990,2024-01-01,533.6,bank
5384,4851,2024-01-31,857.88,card
5385,2861,2023-10-29,450.86,card
5386,3397,2025-03-28,194.68,card
5387,2142,2024-05-15,700.77,bank
5388,4486,2024-09-22,460.23,bank
5389,1571,2025-05-25,486.21,card
5390,2293,2024-02-21,242.86,mobile
5391,1771,2024-10-06,324.53,bank
5392,2608,2024-07-06,577.46,cash
5393,2637,2023-08-13,454.47,bank
5394,134,2024-12-11,998.27,bank
5395,4427,2024-12-13,46.51,card
5396,4862,2024-01-16,24.68,mobile
5397,2740,2024-01-30,739.21,card
5398,4123,2023-07-10,190.13,bank
5399,1572,2024-02-18,486.58,cash
5400,594,2025-02-18,152.96,bank
5401,4037,2025-02-28,949.68,mobile
5402,4003,2025-06-05,253.35,cash
5403,2584,2024-05-03,286.02,cash
5404,4091,2024-12-14,636.04,cash
5405,2365,2024-03-13,13.68,mobile
5406,4471,2023-06-18,18.51,mobile
5407,4610,2024-01-19,489.41,cash
5408,2373,2025-01-11,141.19,bank
5409,3978,2024-11-26,601.44,card
5410,1748,2025-01-23,137.08,mobile
5411,1,2024-05-15,759.99,mobile
5412,1840,2024-02-13,907.11,mobile
5413,1848,2024-08-13,594.26,cash
5414,911,2025-03-13,343.49,mobile
5415,851,2024-07-22,273.74,mobile
5416,4210,2024-12-15,196.62,bank
5417,2307,2025-02-22,457.46,mobile
5418,4631,2023-11-15,545.44,mobile
5419,3954,2023-10-04,561.22,bank
5420,4225,2024-04-02,673.49,card
5421,2127,2025-03-01,449.99,mobile
5422,1563,2023-07-29,889.57,card
5423,702,2023-09-26,948.49,mobile
5424,937,2023-10-19,52.56,bank
5425,1576,2023-07-27,20.82,mobile
5426,1192,2023-09-04,99.75,mobile
5427,1403,2023-07-08,830.46,bank
5428,1262,2025-04-22,212.58,bank
5429,1458,2023-08-26,489.36,card
5430,3609,2025-04-06,239.21,mobile
5431,4133,2024-04-20,312.53,bank
5432,717,2023-11-25,480.36,bank
5433,3709,2023-10-16,829.79,cash
5434,4716,2024-09-14,73.92,mobile
5435,1473,2024-12-16,374.37,bank
5436,3984,2024-01-01,238.95,card
5437,522,2024-04-10,896.92,cash
5438,1171,2023-09-17,423.14,bank
5439,204,2024-04-30,922.16,bank
5440,3233,2024-11-03,780.05,cash
5441,162,2024-06-06,759.78,card
5442,4673,2024-03-24,500.06,cash
5443,4369,2024-08-10,916.04,bank
5444,1022,2025-01-01,410.47,card
5445,3198,2024-05-14,95.4,mobile
5446,583,2024-10-31,901.39,bank
5447,2367,2024-04-02,450.83,bank
5448,1700,2023-12-27,976.73,mobile
5449,1994,2023-11-24,679.78,bank
5450,4089,2023-07-13,554.01,card
5451,2701,2024-02-15,312.57,card
5452,728,2024-07-07,86.78,mobile
5453,2246,2023-07-07,436.1,bank
5454,2195,2023-09-19,399.66,card
5455,3826,2024-12-01,359.52,cash
5456,380,2025-03-16,719.35,card
5457,4203,2024-10-04,23.25,cash
5458,4368,2024-11-02,828.64,cash
5459,4401,2025-04-06,844.2,mobile
5460,1995,2025-01-09,959.21,bank
5461,4622,2023-08-30,943.38,bank
5462,430,2023-12-24,723.0,bank
5463,3185,2024-10-25,43.84,card
5464,1891,2025-05-20,781.12,card
5465,1204,2024-02-28,202.69,bank
5466,993,2025-05-30,250.89,bank
5467,3310,2025-06-09,636.31,mobile
5468,818,2024-04-09,203.16,card
5469,148,2024-01-03,608.34,bank
5470,1256,2024-03-18,761.89,bank
5471,4834,2023-09-15,276.43,bank
5472,4383,2025-02-15,910.87,mobile
5473,4572,2024-01-25,474.7,card
5474,3811,2023-10-17,814.34,cash
5475,2166,2024-03-16,408.18,cash
5476,883,2023-07-14,741.67,bank
5477,3143,2024-10-04,957.84,mobile
5478,2227,2023-09-11,21.45,mobile
5479,942,2023-12-02,542.18,mobile
5480,2906,2025-02-01,773.55,cash
5481,484,2023-11-29,667.07,cash
5482,1936,2025-01-06,696.14,card
5483,3013,2023-11-28,10.71,card
5484,2994,2023-10-08,524.17,bank
5485,4784,2025-02-27,356.3,mobile
5486,797,2024-04-30,391.4,card
5487,1403,2023-08-13,776.5,cash
5488,2557,2025-01-18,993.42,card
5489,2203,2024-07-30,204.4,card
5490,1608,2025-02-05,728.48,card
5491,4132,2023-08-13,67.81,mobile
5492,3668,2025-03-24,159.84,cash
5493,1940,2023-08-15,603.55,mobile
5494,4963,2024-10-18,367.78,card
5495,4417,2025-03-25,938.77,bank
5496,2445,2023-09-05,366.9,mobile
5497,2890,2023-11-05,458.62,bank
5498,1243,2024-01-09,889.21,bank
5499,3438,2024-08-10,175.26,mobile
5500,1029,2023-10-01,728.09,bank
5501,978,2023-09-29,408.37,card
5502,4330,2025-05-01,475.24,bank
5503,1611,2024-09-19,999.4,mobile
5504,1677,2024-10-23,545.47,card
5505,4191,2024-11-16,256.5,cash
5506,4447,2023-12-15,621.95,mobile
5507,3303,2023-08-16,289.44,cash
5508,1626,2025-04-29,748.88,mobile
5509,2732,2025-04-11,756.66,cash
5510,1076,2024-09-02,968.07,bank
5511,4541,2025-04-11,470.91,mobile
5512,4168,2024-05-01,792.99,bank
5513,2974,2024-06-08,23.81,cash
5514,4055,2024-09-29,730.71,mobile
5515,3681,2024-01-22,626.75,mobile
5516,3108,2023-10-09,552.23,mobile
5517,2991,2025-02-20,657.09,mobile
5518,970,2024-02-05,239.28,bank
5519,4731,2024-09-10,508.36,bank
5520,551,2023-12-19,676.97,bank
5521,3592,2023-09-07,655.8,mobile
5522,401,2024-11-12,803.08,cash
5523,640,2024-02-26,74.38,card
5524,1402,2023-10-17,735.68,card
5525,3598,2024-05-04,774.87,bank
5526,4810,2024-07-24,66.83,card
5527,1594,2023-07-20,609.01,mobile
5528,3889,2024-02-23,296.48,bank
5529,901,2024-10-22,578.0,bank
5530,3948,2025-01-09,36.07,cash
5531,1811,2024-11-29,498.1,bank
5532,531,2024-11-24,216.0,card
5533,3547,2025-04-14,67.59,bank
5534,1069,2023-11-14,749.26,cash
5535,2957,2023-11-22,834.76,card
5536,2120,2023-12-20,233.02,card
5537,3912,2025-06-16,160.32,cash
5538,2898,2025-05-31,393.33,cash
5539,3637,2024-09-15,191.31,bank
5540,2031,2024-02-19,414.88,card
5541,4568,2024-05-26,851.04,card
5542,2284,2023-11-16,777.57,card
5543,4441,2024-02-07,243.52,card
5544,1579,2025-03-30,749.98,mobile
5545,1743,2023-08-02,255.5,card
5546,1534,2024-09-14,218.75,bank
5547,1165,2024-10-12,358.78,card
5548,2411,2024-04-28,91.76,cash
5549,2253,2024-08-30,674.12,bank
5550,221,2025-05-08,392.94,card
5551,627,2024-06-02,454.73,mobile
5552,2427,2024-04-13,706.67,cash
5553,1513,2024-04-20,132.25,card
5554,1385,2025-02-10,664.68,cash
5555,737,2023-11-01,637.92,bank
5556,303,2023-12-02,539.36,card
5557,4361,2023-12-18,949.6,card
5558,2505,2025-02-05,640.22,mobile
5559,4048,2025-01-08,38.37,cash
5560,3714,2024-05-08,41.41,bank
5561,4185,2024-03-07,804.22,cash
5562,3632,2025-04-29,786.95,bank
5563,2724,2025-02-13,791.6,mobile
5564,173,2024-02-10,170.08,cash
5565,133,2024-10-15,247.23,mobile
5566,4828,2024-04-27,684.2,bank
5567,2362,2024-12-23,50.82,cash
5568,4760,2024-11-17,118.59,mobile
5569,3700,2024-11-27,118.79,mobile
5570,3095,2024-01-18,563.48,mobile
5571,2961,2023-11-28,154.07,card
5572,4316,2024-08-26,462.62,card
5573,4814,2024-08-16,637.1,cash
5574,1619,2025-02-24,131.33,card
5575,1913,2024-06-04,103.99,mobile
5576,1422,2025-02-15,207.48,mobile
5577,2135,2024-05-13,703.05,bank
5578,3163,2024-12-15,505.31,card
5579,1844,2025-04-28,190.6,bank
5580,1832,2024-10-18,630.66,card
5581,4268,2024-07-13,495.04,card
5582,2819,2023-11-29,16.07,bank
5583,3126,2023-11-26,853.59,card
5584,714,2024-04-25,512.24,cash
5585,3695,2025-01-13,10.75,bank
5586,4688,2024-07-20,136.36,cash
5587,1444,2025-06-14,788.37,bank
5588,3001,2023-10-27,572.52,mobile
5589,3315,2025-06-16,812.53,card
5590,4460,2024-05-02,920.91,mobile
5591,767,2024-06-19,189.2,mobile
5592,2054,2023-12-06,58.34,cash
5593,2908,2024-01-20,481.72,cash
5594,4894,2025-04-07,195.19,bank
5595,2275,2024-09-20,127.13,bank
5596,4172,2025-04-12,433.23,bank
5597,2536,2024-05-31,262.18,mobile
5598,2379,2024-11-24,58.86,mobile
5599,1487,2024-05-15,35.33,bank
5600,2419,2025-02-23,373.67,mobile
5601,189,2024-09-07,610.34,bank
5602,89,2025-03-22,510.64,cash
5603,4585,2024-06-27,811.51,mobile
5604,3465,2023-11-20,106.13,cash
5605,2279,2024-07-03,612.32,bank
5606,4549,2025-01-30,511.33,bank
5607,2468,2025-02-15,381.15,mobile
5608,496,2024-01-18,919.61,bank
5609,3708,2025-03-07,192.81,mobile
5610,130,2024-09-15,343.96,card
5611,540,2025-04-03,299.15,mobile
5612,1171,2025-01-17,650.85,card
5613,3712,2024-09-06,160.04,cash
5614,2670,2024-05-20,81.27,bank
5615,1432,2024-08-10,561.81,bank
5616,1306,2025-02-18,905.33,cash
5617,1043,2023-12-07,825.32,mobile
5618,3598,2024-05-04,764.14,cash
5619,2528,2024-10-13,544.42,cash
5620,3592,2024-12-23,787.43,card
5621,2934,2025-02-11,637.57,card
5622,2488,2024-05-20,922.89,bank
5623,4089,2024-10-23,864.2,card
5624,2818,2023-11-17,492.47,cash
5625,214,2025-04-06,637.51,card
5626,654,2024-10-06,350.56,bank
5627,113,2023-10-23,430.74,card
5628,481,2023-06-29,191.38,cash
5629,1755,2024-10-18,246.34,cash
5630,3670,2023-06-19,969.49,bank
5631,3625,2023-07-24,861.75,cash
5632,2827,2025-05-02,44.89,cash
5633,2641,2024-03-07,250.95,bank
5634,3029,2024-08-23,495.92,card
5635,639,2023-09-08,185.12,mobile
5636,3689,2024-08-04,21.72,cash
5637,3097,2024-03-29,335.99,card
5638,969,2023-10-20,64.22,bank
5639,3522,2025-03-02,274.36,card
5640,3897,2024-03-11,123.56,mobile
5641,4539,2024-12-21,60.44,bank
5642,3920,2025-02-02,204.98,bank
5643,3436,2024-06-29,195.48,mobile
5644,1271,2023-09-10,752.66,cash
5645,4715,2024-09-16,78.4,mobile
5646,4292,2025-01-02,168.84,card
5647,3078,2023-11-29,535.14,card
5648,3380,2025-02-16,922.67,card
5649,4685,2024-10-11,710.72,cash
5650,807,2025-05-23,354.72,mobile
5651,2986,2024-07-14,639.94,mobile
5652,3649,2023-09-26,472.61,bank
5653,765,2024-06-19,797.22,cash
5654,1435,2025-02-16,257.17,cash
5655,1892,2024-07-12,901.91,bank
5656,4857,2024-07-28,21.55,mobile
5657,786,2023-06-18,991.17,cash
5658,4678,2023-12-02,40.71,cash
5659,782,2024-10-18,970.66,bank
5660,4553,2024-08-06,623.74,mobile
5661,3299,2024-03-24,286.84,bank
5662,4169,2023-09-11,662.53,cash
5663,223,2023-06-18,592.72,mobile
5664,4389,2025-04-03,450.07,cash
5665,2137,2024-06-19,232.84,card
5666,1244,2023-08-04,530.16,card
5667,4719,2023-09-01,986.75,cash
5668,749,2025-05-27,725.31,cash
5669,3050,2025-02-11,642.24,card
5670,3723,2025-04-26,994.08,cash
5671,1668,2024-04-28,338.85,cash
5672,3092,2024-05-01,796.04,mobile
5673,1582,2025-05-29,45.14,mobile
5674,4877,2024-02-03,788.38,cash
5675,4346,2024-04-02,302.32,bank
5676,3476,2023-07-28,618.45,mobile
5677,492,2025-02-18,169.43,bank
5678,703,2025-04-17,699.99,bank
5679,3526,2023-09-26,741.01,bank
5680,3307,2024-09-12,342.37,cash
5681,2700,2023-11-11,146.26,mobile
5682,4496,2024-11-05,784.05,mobile
5683,1995,2024-09-23,545.79,cash
5684,1036,2023-08-25,253.03,bank
5685,4039,2025-06-01,539.61,mobile
5686,2676,2023-09-20,917.15,mobile
5687,1750,2023-08-18,147.64,mobile
5688,2667,2023-10-24,425.52,card
5689,1012,2023-11-30,40.27,cash
5690,4159,2024-04-12,436.86,mobile
5691,1573,2025-02-21,318.41,cash
5692,897,2023-12-22,984.82,card
5693,4517,2024-07-26,191.48,cash
5694,2141,2025-06-05,422.17,cash
5695,4197,2024-08-25,341.15,bank
5696,3836,2024-10-04,62.38,mobile
5697,1121,2023-11-23,228.11,bank
5698,674,2024-01-12,546.49,mobile
5699,858,2023-11-12,446.14,card
5700,4116,2024-09-02,121.46,card
5701,526,2025-04-15,536.08,mobile
5702,3186,2024-08-21,472.95,cash
5703,2830,2023-11-27,308.05,bank
5704,2379,2024-03-27,134.63,cash
5705,4240,2023-11-07,820.41,cash
5706,3548,2024-02-19,396.32,bank
5707,3026,2024-01-03,665.1,card
5708,4086,2024-10-19,490.41,mobile
5709,1529,2024-06-18,372.23,card
5710,4040,2023-07-27,282.31,card
5711,263,2024-04-04,811.07,cash
5712,3432,2024-09-12,716.13,cash
5713,1575,2024-07-11,193.28,card
5714,1723,2023-10-21,566.55,bank
5715,3989,2024-07-13,22.73,mobile
5716,4963,2024-09-13,56.18,card
5717,553,2025-01-27,812.9,card
5718,2962,2025-06-13,32.06,cash
5719,2129,2025-04-04,465.45,cash
5720,4935,2024-10-21,159.04,card
5721,353,2023-12-18,533.72,mobile
5722,3705,2025-05-27,957.34,card
5723,2673,2024-09-22,301.03,card
5724,4686,2024-12-29,22.73,mobile
5725,3297,2025-05-06,725.25,card
5726,4312,2024-07-12,719.43,card
5727,343,2023-10-18,608.7,bank
5728,2800,2024-02-27,904.91,mobile
5729,3820,2023-12-26,972.1,bank
5730,1134,2025-06-01,971.5,cash
5731,2740,2025-02-25,946.11,card
5732,2591,2023-07-22,219.37,cash
5733,4603,2023-10-05,906.56,card
5734,3386,2024-09-25,854.75,bank
5735,712,2025-05-28,641.02,bank
5736,4245,2025-01-25,916.48,bank
5737,2005,2024-12-26,247.97,bank
5738,3681,2025-04-10,879.43,mobile
5739,1522,2023-11-22,371.87,cash
5740,3688,2023-07-08,773.6,bank
5741,4765,2024-12-25,236.12,cash
5742,1612,2024-03-05,595.62,mobile
5743,2086,2024-07-16,354.17,bank
5744,934,2024-12-15,701.65,mobile
5745,4656,2023-07-28,934.61,card
5746,4036,2024-03-12,644.77,bank
5747,4209,2025-02-12,523.33,mobile
5748,3430,2024-02-21,242.71,mobile
5749,590,2024-08-22,636.73,mobile
5750,4303,2024-04-01,775.4,cash
5751,3666,2023-11-01,211.98,cash
5752,2100,2023-09-04,468.27,mobile
5753,1654,2023-10-22,968.43,card
5754,2924,2024-08-15,102.55,bank
5755,2054,2025-03-15,211.84,mobile
5756,942,2024-07-12,907.76,bank
5757,219,2024-03-24,679.41,card
5758,4649,2023-09-11,666.82,mobile
5759,890,2024-02-11,250.62,bank
5760,1892,2024-06-26,163.19,cash
5761,51,2024-05-29,176.31,mobile
5762,4470,2025-03-15,249.24,card
5763,3469,2024-02-29,506.32,bank
5764,4219,2024-02-29,272.77,cash
5765,2675,2025-03-18,16.44,cash
5766,3671,2025-01-14,806.92,card
5767,820,2024-06-02,101.58,mobile
5768,3753,2024-08-11,551.87,card
5769,457,2023-10-15,777.68,card
5770,4745,2023-10-17,388.73,mobile
5771,2763,2025-01-22,453.77,card
5772,3327,2024-09-21,600.52,card
5773,2881,2025-05-04,873.78,bank
5774,71,2023-08-05,357.45,cash
5775,2812,2024-02-12,15.2,card
5776,1282,2025-05-26,500.69,card
5777,3063,2024-03-31,274.46,bank
5778,2487,2024-05-10,882.52,bank
5779,3888,2024-11-19,873.01,cash
5780,3817,2024-11-11,350.3,card
5781,280,2025-05-24,746.71,card
5782,1998,2024-11-11,802.05,mobile
5783,3658,2024-10-14,479.29,cash
5784,3497,2024-02-22,544.15,cash
5785,1625,2024-09-18,331.59,cash
5786,3171,2023-09-05,678.26,cash
5787,467,2024-04-29,396.99,cash
5788,716,2023-09-15,360.48,card
5789,649,2024-06-19,804.04,mobile
5790,2220,2025-01-27,468.64,cash
5791,1291,2025-04-18,576.07,card
5792,984,2024-07-17,470.69,mobile
5793,1900,2024-03-02,867.57,cash
5794,1848,2023-09-12,467.6,cash
5795,2923,2024-08-08,474.71,cash
5796,2591,2024-09-10,137.69,mobile
5797,1698,2024-08-04,443.72,bank
5798,1906,2024-01-28,118.88,card
5799,4766,2023-06-22,697.67,card
5800,2977,2024-01-08,847.77,mobile
5801,3588,2024-11-02,115.0,cash
5802,4521,2023-07-26,160.76,bank
5803,3278,2023-07-12,908.77,card
5804,4790,2024-03-29,999.35,card
5805,2031,2023-12-01,958.81,mobile
5806,1687,2025-03-22,202.56,card
5807,3647,2025-03-22,21.65,card
5808,4873,2025-03-29,110.96,card
5809,969,2025-01-04,279.22,mobile
5810,817,2024-07-18,189.73,mobile
5811,2831,2024-06-21,566.52,mobile
5812,697,2025-05-21,974.7,card
5813,465,2024-09-14,921.51,card
5814,184,2025-03-26,394.76,cash
5815,4809,2025-05-27,710.22,cash
5816,2978,2023-09-18,736.99,cash
5817,351,2024-07-11,521.96,bank
5818,2655,2024-06-16,232.74,card
5819,3548,2024-12-26,144.22,bank
5820,2962,2023-12-18,714.45,mobile
5821,2725,2023-10-17,96.86,card
5822,2815,2024-04-08,259.55,cash
5823,3236,2023-10-07,920.05,card
5824,793,2025-02-03,768.14,bank
5825,662,2025-05-05,910.79,mobile
5826,3807,2024-10-16,305.11,card
5827,1464,2023-12-26,40.16,mobile
5828,3934,2025-03-16,243.78,mobile
5829,1087,2023-09-05,545.41,mobile
5830,2662,2024-05-01,980.7,card
5831,4906,2024-03-23,285.5,card
5832,4923,2023-07-14,205.5,mobile
5833,4607,2024-12-27,907.89,mobile
5834,1314,2024-10-10,726.25,card
5835,3887,2024-09-27,382.84,card
5836,2452,2024-07-26,848.87,cash
5837,4362,2023-07-04,831.82,bank
5838,4046,2024-07-22,989.86,card
5839,707,2023-06-24,197.08,mobile
5840,3177,2024-03-02,266.84,bank
5841,1232,2023-08-04,173.29,card
5842,1955,2024-07-04,501.37,mobile
5843,564,2024-11-15,431.99,bank
5844,216,2024-03-06,816.82,cash
5845,3967,2025-02-12,970.15,bank
5846,3341,2025-01-02,719.48,mobile
5847,438,2024-08-05,222.19,mobile
5848,2943,2024-12-01,201.96,card
5849,3960,2024-05-09,283.92,cash
5850,2670,2024-08-22,102.16,cash
5851,2458,2024-11-29,86.44,bank
5852,1798,2023-09-12,687.91,cash
5853,3116,2025-05-30,817.25,cash
5854,1532,2023-12-20,120.42,mobile
5855,2786,2025-06-16,97.16,card
5856,3274,2024-06-18,191.78,card
5857,3145,2023-09-15,586.53,mobile
5858,2967,2025-02-04,50.01,mobile
5859,4244,2024-08-30,309.28,mobile
5860,4287,2025-05-31,145.99,card
5861,239,2023-12-18,894.86,cash
5862,3934,2023-11-22,527.71,mobile
5863,3501,2024-05-24,739.43,card
5864,361,2023-06-23,371.55,bank
5865,1011,2023-11-10,749.08,cash
5866,1860,2024-11-04,951.46,card
5867,2362,2023-09-17,144.23,card
5868,421,2023-08-13,920.95,bank
5869,2872,2024-06-05,987.83,cash
5870,2070,2023-11-17,276.56,cash
5871,4942,2023-10-29,607.44,cash
5872,433,2023-12-12,872.23,card
5873,1565,2024-01-18,464.67,cash
5874,3637,2024-10-13,124.24,bank
5875,4227,2024-10-02,388.67,mobile
5876,28,2024-10-03,441.93,cash
5877,3010,2024-06-07,17.7,card
5878,1861,2025-03-15,756.91,mobile
5879,3997,2024-07-06,653.11,mobile
5880,1441,2024-07-13,871.24,card
5881,82,2023-09-09,785.76,cash
5882,1355,2025-04-22,382.51,card
5883,2862,2024-12-15,848.1,mobile
5884,834,2024-10-06,559.14,card
5885,4658,2024-01-18,902.1,bank
5886,3227,2025-01-24,615.64,mobile
5887,3515,2024-07-04,885.47,bank
5888,3541,2023-10-02,407.27,mobile
5889,1917,2023-08-14,979.78,cash
5890,593,2024-07-16,193.78,mobile
5891,3611,2024-01-02,409.54,cash
5892,1293,2024-09-07,467.77,mobile
5893,2390,2023-11-04,415.71,mobile
5894,542,2024-03-27,468.39,cash
5895,2328,2024-10-12,851.87,bank
5896,1167,2023-08-01,367.14,card
5897,4611,2023-12-01,410.31,mobile
5898,981,2024-05-06,499.59,cash
5899,1754,2025-05-06,680.92,cash
5900,4136,2023-10-11,384.23,card
5901,1335,2023-11-18,43.87,mobile
5902,4648,2025-02-24,365.35,mobile
5903,1797,2023-09-19,575.18,cash
5904,3403,2023-12-23,20.23,card
5905,1006,2024-07-17,91.8,mobile
5906,2609,2023-12-04,72.6,card
5907,4835,2025-05-05,760.99,card
5908,867,2023-07-08,888.18,mobile
5909,1018,2024-09-06,503.8,card
5910,4405,2023-11-10,588.23,mobile
5911,4069,2024-03-17,314.02,bank
5912,1531,2024-11-23,134.71,cash
5913,725,2024-07-21,989.73,cash
5914,3474,2024-06-21,937.32,card
5915,4269,2025-04-06,460.27,cash
5916,3585,2025-04-15,411.85,bank
5917,2251,2025-05-06,101.76,bank
5918,30,2025-01-29,575.98,cash
5919,3941,2024-11-12,43.19,cash
5920,1436,2024-11-30,260.79,cash
5921,4805,2023-11-19,839.63,cash
5922,1790,2024-09-02,200.27,cash
5923,4584,2025-05-24,29.35,mobile
5924,4613,2023-12-16,986.53,bank
5925,4908,2024-02-16,977.0,cash
5926,2132,2024-04-26,715.53,card
5927,3973,2024-10-02,800.39,card
5928,4535,2024-04-02,526.66,card
5929,3726,2024-07-01,847.99,mobile
5930,2336,2025-04-07,999.27,card
5931,2005,2024-08-13,117.8,bank
5932,2937,2025-05-06,679.73,mobile
5933,2993,2025-05-20,809.82,card
5934,1006,2024-04-16,459.8,mobile
5935,1739,2023-08-02,328.04,bank
5936,3132,2023-07-30,835.49,card
5937,4167,2023-10-17,247.88,bank
5938,3840,2024-11-24,136.19,mobile
5939,987,2023-06-27,46.25,cash
5940,4109,2024-11-25,20.49,bank
5941,1151,2025-04-05,612.74,card
5942,2861,2025-01-09,206.37,card
5943,2835,2023-09-11,638.26,cash
5944,1673,2024-02-10,853.9,cash
5945,1075,2025-02-24,873.29,bank
5946,2390,2025-05-02,432.63,card
5947,1489,2024-11-05,376.71,bank
5948,4672,2024-09-21,731.56,mobile
5949,3944,2024-09-13,107.44,mobile
5950,4156,2024-04-13,346.06,mobile
5951,4968,2024-05-20,527.38,cash
5952,2222,2024-10-03,77.28,bank
5953,4081,2024-09-15,371.21,card
5954,4862,2024-08-28,254.1,cash
5955,2504,2024-12-04,342.52,card
5956,2123,2024-07-14,402.32,bank
5957,4638,2024-01-16,536.18,bank
5958,3117,2025-05-16,353.66,cash
5959,2896,2024-04-04,726.18,cash
5960,2389,2024-12-26,450.8,card
5961,1480,2024-09-22,901.52,cash
5962,2509,2024-10-10,651.23,cash
5963,4137,2023-09-18,590.74,mobile
5964,3092,2024-05-16,206.5,card
5965,2604,2024-05-10,645.62,card
5966,815,2024-07-11,760.67,mobile
5967,95,2024-04-29,20.6,mobile
5968,3434,2023-12-06,258.01,cash
5969,4092,2024-08-08,956.53,cash
5970,3525,2025-01-30,934.55,mobile
5971,3898,2024-09-05,277.09,cash
5972,606,2024-08-10,760.33,cash
5973,3787,2024-12-19,389.18,bank
5974,4146,2025-06-07,279.67,bank
5975,600,2025-05-07,586.86,cash
5976,1190,2024-04-07,649.48,bank
5977,293,2025-06-08,656.16,bank
5978,3350,2024-12-31,192.8,card
5979,829,2023-10-11,803.66,mobile
5980,1442,2024-03-23,691.68,bank
5981,160,2024-04-22,72.4,card
5982,127,2025-01-15,86.4,cash
5983,218,2024-02-19,445.37,cash
5984,3761,2024-12-16,548.61,cash
5985,9,2024-07-24,500.19,mobile
5986,3071,2023-11-17,738.51,card
5987,3408,2024-05-02,840.48,mobile
5988,2376,2024-03-16,973.2,mobile
5989,790,2024-05-09,184.32,mobile
5990,1020,2024-04-25,803.1,mobile
5991,3958,2024-07-14,55.06,mobile
5992,995,2023-09-05,35.33,bank
5993,4552,2023-09-23,791.31,cash
5994,1584,2025-05-23,121.03,cash
5995,153,2024-01-18,609.8,mobile
5996,4874,2023-11-03,622.86,mobile
5997,552,2024-07-12,279.52,card
5998,1565,2025-02-09,284.8,mobile
5999,3963,2024-10-21,339.09,bank
6000,1959,2023-12-20,825.93,mobile
6001,4015,2024-03-26,87.38,cash
6002,24,2025-02-10,992.32,card
6003,1546,2023-11-08,558.7,card
6004,644,2023-12-02,628.83,mobile
6005,4054,2025-03-01,188.86,bank
6006,1712,2024-04-05,986.04,mobile
6007,3308,2024-08-08,79.72,mobile
6008,780,2023-06-18,948.01,mobile
6009,2153,2023-07-31,927.92,mobile
6010,2476,2024-09-12,281.49,card
6011,4399,2024-01-23,907.46,cash
6012,714,2025-03-15,737.04,bank
6013,742,2023-10-09,835.38,mobile
6014,3858,2024-11-05,108.93,cash
6015,4016,2024-01-07,272.71,mobile
6016,2159,2023-09-05,38.27,mobile
6017,1889,2025-01-12,861.29,bank
6018,2434,2023-10-11,319.68,bank
6019,1084,2023-08-10,276.17,cash
6020,1236,2024-12-05,204.02,card
6021,3096,2023-11-01,564.32,bank
6022,2569,2024-02-18,101.08,card
6023,3311,2024-04-03,292.58,cash
6024,339,2024-02-28,646.28,card
6025,2987,2025-01-21,569.38,bank
6026,3873,2025-06-16,696.61,bank
6027,1701,2024-10-08,48.94,cash
6028,2299,2024-06-10,163.62,card
6029,4525,2024-10-10,825.46,bank
6030,1268,2024-04-07,908.49,card
6031,657,2023-10-19,706.37,bank
6032,792,2024-02-29,291.8,cash
6033,1760,2025-02-21,397.43,bank
6034,4456,2024-09-07,494.69,cash
6035,363,2025-04-04,331.45,card
6036,3891,2024-05-11,510.46,card
6037,4243,2024-04-23,88.35,cash
6038,1341,2024-05-06,890.01,cash
6039,4260,2024-03-02,452.73,card
6040,2777,2024-02-21,750.93,cash
6041,271,2023-08-27,911.48,mobile
6042,4043,2025-06-17,120.21,mobile
6043,3632,2024-10-18,633.08,cash
6044,3682,2023-09-15,831.02,card
6045,1080,2025-03-09,149.4,card
6046,3280,2025-05-18,827.92,bank
6047,1883,2024-12-15,543.65,bank
6048,2131,2024-03-01,327.68,mobile
6049,4603,2025-05-17,539.65,bank
6050,736,2024-08-03,204.35,cash
6051,4578,2024-02-29,886.61,card
6052,1908,2025-01-06,652.85,cash
6053,1524,2024-09-05,35.73,mobile
6054,186,2024-03-19,605.74,cash
6055,4790,2023-09-06,167.37,card
6056,756,2024-11-11,81.94,cash
6057,2860,2025-04-07,144.95,bank
6058,2005,2024-07-09,872.25,card
6059,1365,2024-08-09,894.06,mobile
6060,4235,2024-03-25,554.07,cash
6061,609,2024-11-04,786.83,bank
6062,2605,2024-04-14,779.9,card
6063,1353,2024-05-18,637.5,card
6064,2480,2025-06-04,668.4,mobile
6065,1918,2024-12-17,456.57,cash
6066,2917,2025-06-06,77.67,bank
6067,508,2024-09-18,748.28,card
6068,1651,2024-01-07,860.9,card
6069,1037,2024-11-21,963.98,mobile
6070,2571,2024-02-11,620.78,cash
6071,4575,2024-08-24,890.42,cash
6072,1415,2024-05-24,697.32,cash
6073,2452,2024-09-26,845.23,card
6074,412,2024-05-27,226.37,bank
6075,3731,2023-12-30,911.24,card
6076,1806,2024-01-01,799.2,cash
6077,448,2024-11-13,223.38,bank
