subscription_id,customer_id,plan_type,start_date,end_date,monthly_cost
3945,4836,Postpaid,2022-08-03,2023-05-18,265.85
3946,2948,Prepaid,2024-06-06,2024-12-02,121.71
3947,789,Postpaid,2023-10-12,2024-03-01,242.65
3948,2761,4G,2023-09-04,2024-04-12,120.33
3949,3685,4G,2023-11-05,2024-08-16,116.52
3950,3656,Postpaid,2023-12-05,2024-10-13,84.43
3951,80,Prepaid,2022-08-23,2023-02-19,209.27
3952,550,5G,2022-08-03,2022-09-24,181.78
3953,966,4G,2023-09-15,2024-01-22,277.49
3954,3375,4G,2022-07-26,2022-12-11,71.39
3955,2585,5G,2024-03-07,2024-06-12,294.37
3956,2068,Postpaid,2022-12-28,2023-04-17,194.56
3957,1216,4G,2023-10-08,2024-01-13,108.96
3958,2670,Prepaid,2024-04-17,2025-02-14,267.4
3959,992,Postpaid,2024-05-06,2024-06-17,91.36
3960,4017,Prepaid,2023-03-10,2023-12-17,178.55
3961,3056,Prepaid,2024-05-27,2024-09-08,269.56
3962,3333,4G,2023-06-28,2023-08-28,133.92
3963,2100,4G,2023-03-01,2023-09-01,123.65
3964,3941,Postpaid,2023-08-09,2024-07-10,243.19
3965,4676,4G,2023-09-30,2024-03-01,242.97
3966,681,Postpaid,2023-02-14,2023-10-10,97.82
3967,1109,5G,2022-08-08,2023-01-15,97.97
3968,2632,5G,2024-05-04,2024-07-12,72.45
3969,38,Prepaid,2024-01-10,2024-10-31,68.71
3970,193,Postpaid,2022-08-06,2022-12-20,66.77
3971,2110,Prepaid,2024-03-18,2024-04-29,253.87
3972,742,Prepaid,2023-08-19,2024-01-28,184.3
3973,2879,Prepaid,2023-01-20,2023-05-23,229.91
3974,284,5G,2022-09-28,2023-01-23,159.62
3975,4448,5G,2023-11-30,2024-05-13,139.08
3976,4655,4G,2022-10-23,2023-08-02,166.0
3977,500,5G,2023-12-15,2024-03-29,215.57
3978,3527,Postpaid,2023-05-27,2024-02-04,105.0
3979,3128,4G,2023-02-01,2023-08-13,186.23
3980,2822,5G,2022-10-13,2023-01-29,81.73
3981,4077,4G,2023-08-03,2023-12-05,286.03
3982,1623,5G,2023-02-25,2024-02-23,178.36
3983,4150,Prepaid,2023-02-20,2023-09-14,138.77
3984,3112,Prepaid,2023-05-04,2023-11-02,192.58
3985,1959,Postpaid,2023-07-04,2023-12-10,217.91
3986,613,5G,2023-05-04,2023-06-28,58.87
3987,3588,Prepaid,2023-08-04,2024-05-19,243.56
3988,4994,Prepaid,2023-02-17,2023-12-31,245.25
3989,3480,Prepaid,2023-10-21,2024-01-10,54.96
3990,3630,4G,2023-11-23,2024-08-17,93.25
3991,1400,5G,2024-03-03,2024-09-01,264.54
3992,281,Prepaid,2023-04-12,2023-08-23,227.93
3993,682,Prepaid,2023-11-02,2024-06-15,84.32
3994,1597,Prepaid,2023-08-21,2023-11-03,98.48
3995,3739,Prepaid,2022-07-14,2022-09-18,247.08
3996,3598,Postpaid,2023-03-30,2023-12-09,134.81
3997,4371,Prepaid,2024-03-19,2024-04-20,297.7
3998,538,4G,2023-02-03,2024-01-21,220.21
3999,2948,Postpaid,2022-09-26,2023-06-26,145.39
4000,801,Postpaid,2023-06-28,2023-10-26,245.8
4001,3113,Prepaid,2023-01-23,2023-05-12,180.63
4002,432,Postpaid,2022-07-29,2022-10-13,175.16
4003,1899,Prepaid,2023-01-18,2023-10-03,110.64
4004,473,Prepaid,2024-01-10,2024-05-09,287.85
4005,641,Prepaid,2024-05-14,2025-01-19,279.15
4006,1647,5G,2023-05-15,2023-10-28,181.68
4007,2741,4G,2023-06-04,2024-02-13,145.09
4008,431,5G,2024-02-13,2024-11-09,150.34
4009,4329,Prepaid,2022-11-22,2023-09-23,239.8
4010,4746,4G,2022-12-08,2023-09-26,127.38
4011,2045,Postpaid,2024-01-10,2024-12-31,152.86
4012,2790,4G,2023-09-07,2024-03-05,132.35
4013,3122,4G,2022-08-31,2023-05-09,70.74
4014,2782,4G,2023-07-11,2024-06-07,268.28
4015,83,Prepaid,2023-12-03,2024-09-15,147.9
4016,708,5G,2023-10-26,2024-03-16,106.38
4017,2380,Postpaid,2023-04-17,2023-07-24,226.14
4018,4927,4G,2023-04-20,2023-05-21,148.53
4019,1470,4G,2024-03-13,2024-06-22,93.66
4020,3424,5G,2023-08-28,2024-08-26,249.87
4021,2735,5G,2022-06-23,2022-12-06,86.95
4022,3144,4G,2024-03-14,2024-09-24,249.51
4023,924,Prepaid,2022-10-04,2023-02-03,79.48
4024,3529,5G,2023-06-11,2024-04-07,122.15
4025,3622,Postpaid,2023-04-20,2023-06-12,252.52
4026,3985,5G,2023-02-06,2023-06-14,214.38
4027,2150,5G,2022-08-04,2023-01-31,262.25
4028,692,Prepaid,2024-03-26,2024-06-28,134.02
4029,3826,Prepaid,2023-07-13,2023-10-17,150.26
4030,2843,4G,2023-12-14,2024-02-15,112.04
4031,4849,Postpaid,2023-02-01,2023-06-18,151.16
4032,4738,5G,2023-07-26,2024-06-01,138.9
4033,2270,4G,2023-06-03,2023-12-29,145.12
4034,3223,4G,2022-09-23,2023-07-05,172.71
4035,578,4G,2024-02-29,2024-07-03,109.97
4036,1197,Postpaid,2022-12-30,2023-09-23,120.98
4037,4413,5G,2023-02-08,2023-06-21,200.56
4038,2076,4G,2022-10-09,2023-09-03,140.45
4039,664,5G,2024-01-26,2024-04-01,82.05
4040,2178,5G,2024-04-29,2024-11-22,254.97
4041,4026,4G,2024-03-04,2024-07-27,213.43
4042,419,Prepaid,2023-06-27,2024-01-27,272.62
4043,4042,4G,2023-11-16,2024-06-14,273.47
4044,1100,Postpaid,2024-06-02,2025-01-20,206.61
4045,4092,Postpaid,2023-04-12,2023-11-21,51.7
4046,1616,4G,2023-03-20,2023-07-09,164.48
4047,3001,5G,2024-02-16,2024-09-07,228.02
4048,3914,4G,2022-12-28,2023-02-10,272.32
4049,4048,Postpaid,2023-12-04,2024-04-07,256.48
4050,476,Postpaid,2023-12-04,2024-09-06,114.35
4051,3234,Prepaid,2024-05-24,2025-01-22,253.22
4052,4987,Prepaid,2023-09-06,2023-11-20,97.56
4053,4498,Prepaid,2023-12-27,2024-11-30,208.28
4054,4262,Postpaid,2023-01-15,2023-03-21,191.34
4055,2544,Postpaid,2024-03-20,2025-02-28,273.43
4056,1292,Postpaid,2022-11-22,2023-06-21,85.29
4057,1738,Postpaid,2023-09-05,2023-11-05,107.67
4058,3324,4G,2024-04-03,2024-11-16,266.49
4059,2474,5G,2023-06-27,2024-03-31,79.72
4060,1055,5G,2023-05-17,2024-02-16,132.11
4061,1759,4G,2024-03-11,2025-02-03,268.3
4062,2994,Prepaid,2022-10-20,2023-06-12,87.56
4063,1036,5G,2024-04-11,2024-05-20,178.28
4064,2312,4G,2023-05-11,2023-12-11,161.82
4065,1621,4G,2023-04-24,2023-11-06,54.15
4066,4586,4G,2023-04-30,2024-03-08,117.68
4067,2599,Prepaid,2022-10-30,2023-07-27,187.84
4068,3324,5G,2023-11-30,2024-10-27,141.43
4069,1007,Prepaid,2022-11-03,2023-06-01,196.15
4070,4189,5G,2022-10-10,2023-08-16,141.96
4071,1,Prepaid,2024-01-22,2024-08-13,50.63
4072,4588,4G,2022-07-14,2023-03-13,107.79
4073,1178,4G,2024-01-30,2024-11-16,227.65
4074,77,5G,2023-02-14,2023-04-03,148.43
4075,1728,5G,2023-03-27,2024-01-10,186.01
4076,2235,4G,2022-09-30,2023-07-20,220.91
4077,2874,Prepaid,2023-02-08,2024-01-26,189.29
4078,2407,5G,2023-04-03,2024-03-22,148.9
4079,1096,5G,2023-09-19,2024-06-05,246.58
4080,2160,5G,2023-11-29,2024-05-17,91.94
4081,1109,Prepaid,2023-10-21,2024-10-05,70.85
4082,1179,Postpaid,2023-05-06,2024-01-15,62.05
4083,661,4G,2023-12-19,2024-03-10,74.2
4084,3599,Postpaid,2023-07-21,2023-12-09,100.86
4085,1466,4G,2022-12-21,2023-07-04,95.41
4086,4883,5G,2023-06-22,2024-01-25,263.76
4087,1872,4G,2023-09-23,2024-07-25,77.64
4088,852,Postpaid,2023-10-20,2024-06-19,82.9
4089,1363,Postpaid,2023-08-23,2024-07-18,240.86
4090,3251,4G,2023-11-27,2024-02-09,157.42
4091,1147,Postpaid,2024-03-04,2025-02-09,181.02
4092,2872,Prepaid,2023-08-05,2023-09-19,96.52
4093,3863,5G,2024-01-03,2024-10-23,248.38
4094,4602,4G,2023-09-09,2024-08-27,58.67
4095,4513,4G,2024-04-23,2024-06-13,201.92
4096,2445,Prepaid,2022-07-04,2023-05-06,157.28
4097,1468,5G,2023-11-24,2024-11-16,114.21
4098,2324,Postpaid,2022-07-31,2022-12-08,232.31
4099,4513,4G,2023-08-16,2024-03-15,57.97
4100,4216,4G,2022-11-02,2023-01-30,237.5
4101,2600,5G,2024-03-16,2024-12-24,146.32
4102,352,Prepaid,2022-12-23,2023-02-16,223.52
4103,1201,5G,2024-01-23,2024-12-24,213.83
4104,1053,Prepaid,2022-07-26,2022-09-29,239.42
4105,2954,Postpaid,2022-10-27,2023-05-21,154.17
4106,4401,5G,2022-08-06,2023-07-15,294.29
4107,3700,5G,2023-04-12,2024-02-29,230.68
4108,1637,Prepaid,2023-11-24,2024-01-12,79.41
4109,2875,4G,2023-03-11,2023-11-01,156.47
4110,4587,Postpaid,2023-03-16,2023-04-28,251.33
4111,373,Postpaid,2023-06-17,2023-09-29,220.54
4112,3377,4G,2023-04-26,2024-02-17,137.96
4113,1576,Postpaid,2023-09-04,2024-02-14,80.52
4114,3204,Postpaid,2023-06-16,2024-02-14,261.67
4115,4801,4G,2022-11-04,2022-12-14,229.93
4116,4181,4G,2023-03-01,2023-05-19,99.88
4117,4321,Postpaid,2022-09-12,2022-11-12,59.2
4118,4648,Postpaid,2023-06-18,2023-11-26,89.45
4119,3776,4G,2023-12-11,2024-10-04,280.55
4120,285,Prepaid,2024-06-14,2024-10-10,225.9
4121,527,5G,2023-05-19,2024-01-11,169.87
4122,707,5G,2022-07-05,2023-03-13,244.61
4123,3183,4G,2023-03-30,2023-06-07,187.83
4124,1403,4G,2023-12-18,2024-03-18,91.79
4125,3491,4G,2024-05-18,2025-04-30,95.24
4126,4033,Postpaid,2024-02-14,2024-06-16,285.52
4127,2931,Postpaid,2023-09-06,2023-10-25,82.25
4128,387,5G,2023-07-01,2023-10-11,75.33
4129,2374,4G,2023-10-03,2024-02-13,71.92
4130,1647,5G,2022-09-27,2023-04-24,66.53
4131,1796,4G,2023-08-26,2023-12-14,128.25
4132,2694,Prepaid,2023-07-21,2024-06-22,109.3
4133,2666,4G,2022-08-03,2022-10-03,261.0
4134,3053,5G,2024-05-13,2024-12-14,195.45
4135,881,Postpaid,2022-07-16,2022-10-21,121.72
4136,2136,5G,2023-05-20,2024-05-13,233.16
4137,1789,Prepaid,2023-01-01,2023-11-19,232.9
4138,2071,4G,2023-12-08,2024-04-22,227.09
4139,4613,4G,2024-05-25,2024-07-11,185.01
4140,1635,4G,2022-07-17,2022-11-01,227.62
4141,3366,4G,2024-04-09,2024-09-24,121.61
4142,3203,4G,2023-05-18,2023-10-06,113.36
4143,3635,Prepaid,2023-11-26,2024-08-21,106.16
4144,4029,4G,2022-09-05,2023-06-05,59.54
4145,4477,4G,2024-01-27,2024-02-26,180.16
4146,2483,Prepaid,2024-02-22,2024-10-10,221.27
4147,2736,4G,2023-07-09,2024-04-24,115.71
4148,4553,Prepaid,2024-03-28,2024-11-07,91.25
4149,3954,5G,2023-08-18,2024-01-11,183.76
4150,757,5G,2023-11-16,2024-03-04,169.39
4151,1215,Postpaid,2024-04-10,2025-04-09,294.63
4152,4635,Prepaid,2023-01-31,2023-10-30,250.12
4153,3422,5G,2022-12-09,2023-08-15,72.04
4154,4552,5G,2024-01-04,2024-04-23,81.24
4155,91,5G,2024-02-26,2024-12-02,123.28
4156,4859,5G,2022-11-24,2023-09-22,133.88
4157,3762,4G,2023-05-19,2023-12-02,114.42
4158,1177,5G,2022-09-02,2023-04-27,210.54
4159,2227,Prepaid,2023-12-08,2024-11-28,215.76
4160,3933,5G,2022-08-06,2023-01-21,215.66
4161,2314,5G,2024-02-07,2024-07-04,180.87
4162,4781,Prepaid,2023-09-27,2024-08-27,216.65
4163,2122,Prepaid,2023-07-24,2024-06-18,193.16
4164,465,Postpaid,2023-11-24,2024-08-30,144.88
4165,2141,Postpaid,2023-10-20,2024-10-08,137.04
4166,272,Prepaid,2024-01-29,2024-12-14,179.49
4167,4733,4G,2023-05-02,2024-02-03,283.26
4168,4828,Prepaid,2024-05-18,2024-12-18,112.82
4169,4688,5G,2023-11-09,2024-06-14,159.04
4170,4620,Postpaid,2022-07-17,2022-11-04,119.18
4171,2895,Prepaid,2022-06-20,2023-05-14,93.26
4172,1671,4G,2022-11-19,2023-06-19,143.88
4173,3204,Postpaid,2024-01-15,2024-03-06,170.12
4174,1463,4G,2022-08-07,2023-06-03,292.4
4175,1640,Postpaid,2023-05-25,2023-08-07,298.0
4176,858,Postpaid,2024-02-17,2024-03-24,100.23
4177,412,5G,2024-01-17,2025-01-13,251.72
4178,4767,Postpaid,2022-07-04,2022-10-10,90.11
4179,3776,5G,2023-12-11,2024-04-30,202.08
4180,1195,4G,2023-11-14,2024-04-04,140.4
4181,4517,Postpaid,2023-01-16,2023-05-28,295.33
4182,3679,4G,2024-02-07,2024-07-18,186.54
4183,3143,5G,2024-06-13,2024-09-15,162.9
4184,4754,4G,2023-06-07,2023-10-25,177.77
4185,2034,4G,2023-05-19,2023-10-02,258.4
4186,1615,Postpaid,2023-09-15,2024-05-21,283.11
4187,4371,5G,2024-06-16,2025-01-14,281.19
4188,2896,4G,2024-02-10,2024-11-13,165.1
4189,98,Prepaid,2024-05-04,2024-09-13,153.2
4190,4062,5G,2022-06-29,2023-05-27,260.34
4191,2880,5G,2024-02-13,2024-06-15,142.77
4192,504,4G,2023-07-23,2023-11-24,89.81
4193,217,Postpaid,2023-11-09,2024-06-25,267.48
4194,1819,4G,2023-11-05,2024-03-23,214.89
4195,2078,Prepaid,2022-11-27,2023-08-21,99.4
4196,379,5G,2023-05-11,2023-10-06,58.65
4197,814,Postpaid,2023-06-29,2024-01-23,156.92
4198,1792,4G,2024-01-15,2024-07-10,245.73
4199,976,4G,2024-02-09,2024-09-27,62.59
4200,4178,4G,2023-06-18,2023-10-24,186.91
4201,4991,Postpaid,2024-01-13,2024-06-15,214.26
4202,4077,4G,2024-04-17,2025-04-15,190.54
4203,4519,5G,2022-07-06,2022-10-06,293.63
4204,3557,4G,2022-12-18,2023-04-29,276.77
4205,4574,Postpaid,2023-01-22,2023-03-19,254.64
4206,3132,Postpaid,2024-05-13,2024-08-26,191.73
4207,276,Prepaid,2023-07-30,2023-11-24,180.73
4208,4972,4G,2022-10-21,2023-08-27,83.13
4209,1900,Postpaid,2023-08-23,2024-08-18,99.46
4210,4255,4G,2022-09-27,2023-01-07,217.06
4211,1570,5G,2023-09-20,2023-12-02,189.99
4212,4254,Prepaid,2023-02-26,2023-04-27,88.14
4213,1654,4G,2022-11-30,2023-09-27,290.51
4214,4760,4G,2023-05-22,2023-07-17,162.45
4215,930,Postpaid,2023-08-26,2024-03-14,148.92
4216,4369,4G,2024-05-29,2024-11-09,178.22
4217,3269,4G,2022-09-16,2023-02-05,128.49
4218,2281,4G,2023-04-27,2023-12-07,254.24
4219,31,4G,2023-05-06,2024-01-07,208.72
4220,4563,Postpaid,2023-03-14,2023-10-29,223.32
4221,3669,Postpaid,2024-04-19,2024-12-14,122.36
4222,3934,Postpaid,2024-06-09,2024-08-06,270.18
4223,1754,Prepaid,2023-10-29,2024-08-16,180.71
4224,2253,5G,2024-03-18,2024-12-03,163.21
4225,3389,Postpaid,2022-12-11,2023-06-13,173.19
4226,3959,4G,2024-04-21,2025-01-28,204.9
4227,702,Prepaid,2023-03-29,2023-11-27,81.64
4228,4789,5G,2023-07-11,2023-08-28,103.71
4229,1164,Prepaid,2022-12-14,2023-08-26,163.86
4230,1649,4G,2022-08-09,2022-11-26,163.3
4231,2360,Prepaid,2024-05-27,2024-10-18,119.75
4232,1037,5G,2023-02-01,2023-05-17,120.18
4233,2951,Prepaid,2022-07-15,2022-12-10,114.94
4234,3576,4G,2023-11-29,2024-10-06,175.04
4235,3721,4G,2024-03-04,2025-01-28,74.1
4236,4839,5G,2022-11-02,2023-08-10,265.94
4237,267,Postpaid,2023-07-21,2024-03-15,178.32
4238,3310,Prepaid,2023-03-19,2023-07-18,240.09
4239,1596,Postpaid,2023-12-14,2024-02-17,98.58
4240,3147,5G,2023-07-24,2023-10-02,247.68
4241,886,4G,2024-03-04,2024-05-30,84.23
4242,859,Prepaid,2023-05-02,2023-12-13,225.87
4243,1213,4G,2024-01-10,2024-07-24,62.2
4244,1628,Postpaid,2023-03-26,2023-05-10,92.25
4245,271,5G,2023-03-26,2024-03-20,266.63
4246,1575,Postpaid,2024-01-27,2024-10-11,163.67
4247,4231,5G,2024-02-10,2024-03-23,105.82
4248,2305,5G,2022-07-28,2023-01-27,141.8
4249,2448,Postpaid,2023-11-03,2024-04-02,162.23
4250,3015,4G,2024-03-06,2024-05-12,69.57
4251,2833,4G,2022-09-30,2023-06-07,180.74
4252,4431,Postpaid,2022-09-25,2023-03-22,109.91
4253,793,Postpaid,2023-09-18,2023-12-28,139.41
4254,1911,4G,2023-03-18,2023-06-13,193.79
4255,3592,Postpaid,2024-04-03,2024-12-31,51.52
4256,2628,Prepaid,2023-10-13,2024-09-04,277.82
4257,4815,5G,2023-04-24,2023-06-02,183.92
4258,217,4G,2023-08-31,2024-02-04,209.36
4259,1723,Postpaid,2023-11-20,2024-08-30,76.98
4260,4205,5G,2022-07-23,2023-03-11,191.01
4261,4765,Prepaid,2024-02-12,2024-07-08,157.16
4262,2912,Prepaid,2023-08-25,2024-01-27,169.04
4263,2906,4G,2024-02-23,2024-07-12,61.27
4264,872,Postpaid,2022-08-04,2023-02-08,295.64
4265,2845,5G,2023-04-15,2023-09-25,184.93
4266,929,5G,2022-08-17,2023-03-27,248.83
4267,4000,Prepaid,2023-12-08,2024-10-01,156.42
4268,1621,Postpaid,2023-11-08,2024-08-13,103.11
4269,1793,4G,2024-01-13,2024-06-13,174.16
4270,2764,Prepaid,2022-09-17,2023-01-10,270.12
4271,4147,Prepaid,2023-07-13,2023-12-25,173.41
4272,1044,5G,2022-11-19,2023-11-02,220.56
4273,1778,4G,2023-07-05,2023-10-19,96.93
4274,56,4G,2023-11-16,2024-05-09,138.84
4275,1759,5G,2023-10-22,2024-03-18,51.43
4276,4564,Postpaid,2022-12-09,2023-05-23,278.09
4277,4508,4G,2022-07-23,2023-07-12,235.47
4278,892,4G,2023-08-27,2023-12-29,241.11
4279,3289,4G,2023-07-24,2023-11-11,253.74
4280,959,5G,2022-12-07,2023-10-27,149.04
4281,1698,5G,2024-04-29,2024-06-14,212.61
4282,3923,5G,2023-05-16,2024-03-20,57.54
4283,1704,5G,2024-01-11,2024-12-22,75.19
4284,2757,Prepaid,2022-10-30,2023-02-08,147.6
4285,1010,4G,2022-08-24,2023-08-13,224.4
4286,1270,5G,2023-06-20,2024-05-08,186.19
4287,696,5G,2024-04-23,2024-06-21,288.51
4288,3387,4G,2023-11-04,2024-03-14,273.48
4289,489,4G,2023-08-23,2023-12-21,239.43
4290,3271,Prepaid,2024-02-20,2025-01-04,93.57
4291,4129,Postpaid,2023-01-24,2023-11-15,169.07
4292,3981,Prepaid,2022-09-13,2023-07-04,116.47
4293,2273,5G,2022-07-03,2023-02-04,183.52
4294,4764,Prepaid,2024-02-12,2024-06-23,261.0
4295,3225,4G,2023-01-15,2023-11-23,113.58
4296,2831,5G,2023-11-02,2024-07-25,272.66
4297,3248,4G,2023-02-22,2023-09-28,130.64
4298,3474,Prepaid,2023-08-21,2024-07-13,185.52
4299,1744,Postpaid,2024-03-14,2024-05-19,248.23
4300,2881,4G,2022-10-07,2023-09-24,270.71
4301,2451,Prepaid,2022-12-05,2023-01-12,207.88
4302,1999,Prepaid,2023-08-04,2024-05-20,286.87
4303,1424,4G,2022-12-24,2023-06-25,288.36
4304,3900,4G,2023-07-27,2024-04-30,65.84
4305,1174,4G,2022-10-08,2023-05-15,223.61
4306,2974,4G,2023-07-11,2024-01-31,152.66
4307,423,Prepaid,2023-05-06,2024-04-10,82.38
4308,1513,Postpaid,2022-08-18,2023-06-17,151.3
4309,1495,Prepaid,2022-12-31,2023-03-16,176.36
4310,3929,5G,2023-08-18,2023-11-18,51.01
4311,243,5G,2023-03-03,2023-12-21,256.18
4312,3045,5G,2023-03-23,2023-11-26,96.91
4313,408,Postpaid,2022-11-04,2023-09-07,200.65
4314,2377,5G,2023-08-28,2024-01-17,236.26
4315,2272,Postpaid,2023-05-05,2023-06-09,172.59
4316,4788,Prepaid,2023-05-29,2024-05-10,232.1
4317,4426,Prepaid,2023-06-25,2024-06-08,131.55
4318,624,Prepaid,2022-11-05,2023-03-19,55.72
4319,496,Prepaid,2023-02-01,2023-08-31,263.83
4320,1313,Prepaid,2024-06-15,2025-01-13,113.1
4321,4183,4G,2023-11-05,2024-07-15,207.61
4322,754,5G,2022-06-21,2023-05-06,149.73
4323,2498,4G,2023-03-18,2023-04-24,159.72
4324,2929,Postpaid,2022-12-22,2023-01-30,211.28
4325,1750,Postpaid,2022-08-04,2022-11-15,195.98
4326,2719,Postpaid,2024-02-25,2024-09-13,241.28
4327,3771,Prepaid,2024-03-06,2025-02-15,246.24
4328,3398,Prepaid,2023-08-21,2024-05-02,108.44
4329,4372,Postpaid,2023-12-25,2024-08-29,275.53
4330,223,Postpaid,2022-12-23,2023-08-17,175.58
4331,38,5G,2023-01-22,2023-11-22,199.52
4332,1297,Prepaid,2022-11-11,2023-03-16,160.52
4333,4998,5G,2023-04-20,2023-09-25,109.05
4334,2695,5G,2023-11-26,2024-03-04,291.1
4335,2621,Prepaid,2023-06-08,2023-08-02,281.35
4336,1888,4G,2022-12-26,2023-01-30,203.3
4337,266,Prepaid,2022-07-26,2022-11-05,294.47
4338,1158,Postpaid,2024-05-12,2024-11-24,197.75
4339,4367,Postpaid,2023-06-19,2023-10-12,96.62
4340,3712,5G,2024-05-19,2024-12-07,186.47
4341,703,Postpaid,2023-02-24,2023-08-12,216.52
4342,4212,Prepaid,2023-06-28,2023-08-05,219.02
4343,1146,5G,2024-02-16,2024-03-19,165.78
4344,1699,5G,2023-11-15,2024-03-23,135.84
4345,801,5G,2022-08-15,2023-08-11,60.04
4346,2705,Prepaid,2022-09-30,2023-06-19,130.92
4347,617,5G,2023-02-15,2023-06-11,156.64
4348,3388,5G,2024-06-02,2024-10-28,215.86
4349,3905,5G,2022-11-07,2023-05-01,223.22
4350,2422,Postpaid,2023-05-21,2024-03-14,249.98
4351,425,Postpaid,2023-03-30,2023-06-10,167.91
4352,3867,4G,2024-01-07,2024-06-15,185.21
4353,4084,Postpaid,2023-03-12,2023-08-31,84.58
4354,3588,5G,2022-11-26,2023-07-02,203.51
4355,2150,Prepaid,2023-07-30,2024-02-20,148.7
4356,1610,5G,2022-12-31,2023-12-04,252.95
4357,4427,Prepaid,2022-10-30,2023-06-22,292.33
4358,4461,5G,2022-09-07,2023-05-06,270.51
4359,3798,4G,2022-10-05,2023-04-27,118.35
4360,3958,4G,2023-02-18,2023-12-24,176.2
4361,1330,5G,2024-06-08,2024-09-25,59.63
4362,2111,5G,2022-11-12,2023-08-18,72.82
4363,2932,5G,2023-07-06,2023-11-04,117.4
4364,2263,Postpaid,2024-03-08,2024-05-18,119.91
4365,3847,Postpaid,2023-06-26,2023-09-29,79.93
4366,115,4G,2023-04-24,2023-10-07,179.35
4367,4180,Postpaid,2023-06-15,2023-09-19,286.99
4368,3342,4G,2022-07-26,2023-06-14,256.78
4369,2367,4G,2023-01-03,2023-04-11,195.89
4370,1336,Postpaid,2023-08-09,2024-04-04,159.55
4371,1369,Prepaid,2022-07-31,2023-04-04,238.28
4372,1823,5G,2023-11-14,2024-06-27,297.24
4373,313,Prepaid,2022-10-22,2023-02-03,95.09
4374,3655,4G,2022-10-03,2023-08-19,257.33
4375,2709,4G,2023-11-16,2024-09-19,264.41
4376,3320,4G,2023-10-17,2024-05-22,285.39
4377,1714,5G,2022-10-08,2023-06-20,163.39
4378,1332,Prepaid,2023-10-05,2023-12-28,190.1
4379,3776,Prepaid,2022-07-03,2023-06-09,98.02
4380,2890,5G,2023-11-22,2023-12-22,246.6
4381,3095,5G,2022-10-24,2023-07-23,161.62
4382,2662,Postpaid,2023-11-14,2024-06-18,86.8
4383,3939,Postpaid,2023-03-11,2023-06-08,72.81
4384,1177,Postpaid,2022-06-22,2022-11-29,169.15
4385,3402,Prepaid,2023-09-07,2024-07-26,193.64
4386,1557,5G,2022-06-24,2023-01-15,144.42
4387,1896,4G,2024-03-26,2024-11-23,264.87
4388,722,5G,2022-09-12,2023-02-08,122.56
4389,3783,Postpaid,2023-10-12,2023-12-07,164.33
4390,839,4G,2023-04-29,2023-07-09,62.41
4391,4006,5G,2023-01-25,2023-08-09,153.93
4392,427,4G,2023-08-08,2024-06-21,198.37
4393,3868,5G,2023-01-21,2023-06-04,164.26
4394,4726,4G,2022-09-02,2023-04-26,93.52
4395,4584,4G,2023-09-14,2024-01-02,109.1
4396,372,Prepaid,2023-04-29,2024-04-14,289.36
4397,2158,Prepaid,2022-07-21,2023-02-23,164.3
4398,1165,Postpaid,2024-04-27,2024-06-29,134.9
4399,3104,Prepaid,2023-01-08,2023-03-18,143.29
4400,1636,Prepaid,2024-02-29,2024-09-24,99.93
4401,4285,4G,2023-09-01,2023-10-12,232.41
4402,2374,5G,2024-04-18,2024-08-14,140.98
4403,1993,4G,2023-05-27,2023-12-11,224.51
4404,4064,4G,2023-03-21,2024-03-09,178.42
4405,2971,Postpaid,2022-09-07,2023-06-05,120.84
4406,4907,Postpaid,2024-03-26,2024-05-05,85.04
4407,4485,Prepaid,2023-02-13,2023-03-15,137.26
4408,337,5G,2023-10-22,2023-12-15,122.72
4409,3580,4G,2024-03-26,2024-09-07,297.74
4410,1187,5G,2022-07-05,2023-03-30,262.68
4411,1498,Prepaid,2024-05-25,2025-04-08,67.8
4412,1419,5G,2023-09-25,2024-05-24,178.29
4413,2298,4G,2024-03-22,2025-02-22,152.52
4414,2531,Postpaid,2023-07-21,2024-05-24,87.94
4415,570,Prepaid,2022-11-25,2023-03-19,244.87
4416,167,Postpaid,2024-03-23,2024-11-16,136.25
4417,767,Prepaid,2022-07-19,2023-05-19,169.65
4418,1958,4G,2023-09-05,2024-05-15,173.43
4419,1750,4G,2023-08-06,2024-03-21,134.68
4420,3568,Prepaid,2022-07-04,2022-10-14,63.92
4421,1438,4G,2023-03-20,2023-06-18,52.81
4422,2657,Postpaid,2023-01-26,2023-05-04,203.89
4423,1430,Prepaid,2024-03-16,2024-07-21,64.73
4424,3884,Postpaid,2023-04-07,2023-06-06,69.28
4425,664,Prepaid,2023-06-10,2024-03-11,153.04
4426,4715,Prepaid,2023-12-30,2024-10-17,214.39
4427,2164,4G,2023-02-17,2023-06-23,222.07
4428,2547,5G,2023-08-19,2023-12-20,156.26
4429,327,5G,2022-07-02,2023-06-03,61.32
4430,2140,Postpaid,2023-03-11,2024-02-20,58.77
4431,3819,Postpaid,2023-10-06,2024-05-19,128.34
4432,1033,Postpaid,2022-06-25,2023-06-24,117.73
4433,356,5G,2023-10-08,2024-04-04,222.89
4434,2164,Prepaid,2023-05-09,2023-11-05,224.8
4435,3853,5G,2024-01-16,2025-01-13,179.89
4436,2422,5G,2023-12-22,2024-12-11,141.14
4437,4329,4G,2023-02-25,2023-11-17,228.24
4438,2621,5G,2023-02-06,2023-09-26,212.89
4439,4496,Prepaid,2023-03-22,2023-11-25,280.26
