complaint_id,customer_id,complaint_type,description,complaint_date,resolved
2319,4231,coverage,Pattern Congress side relate arm.,2024-07-19,yes
2320,4698,internet,Discussion poor artist your tree score act.,2025-02-25,unresolved
2321,862,network,Some mission five dinner policy Mr.,2025-04-08,unresolved
2322,3056,service,Chance there staff soldier him employee add.,2024-11-28,no
2323,2961,billing,Imagine serious particularly music decade.,2024-07-04,unresolved
2324,4006,service,Way on me region.,2025-05-12,no
2325,36,service,Improve wait down character spring and.,2025-04-19,no
2326,1095,coverage,Guy defense number list president career clearly.,2025-06-11,resolved
2327,4571,billing,Color relationship phone more start.,2024-10-13,yes
2328,3782,coverage,Economic food training none church glass agreement.,2024-08-27,no
2329,2026,coverage,Arm itself for plant ability.,2025-02-02,yes
2330,744,internet,Sure school heart reveal happy ability manager.,2024-09-30,resolved
2331,1147,service,Left together consider politics today.,2024-06-17,unresolved
2332,4512,billing,Like attorney around food student media.,2024-11-17,no
2333,3670,billing,Behind hospital provide prevent to serve affect.,2024-10-02,resolved
2334,651,network,Behavior baby parent toward.,2025-03-15,yes
2335,4014,service,Place state back teacher weight population across should.,2024-11-18,no
2336,1606,service,Threat memory memory foreign occur prove.,2025-04-06,unresolved
2337,3469,coverage,How sing inside sing together interest feeling.,2024-07-24,no
2338,1570,internet,Right day never however education great trip.,2025-01-06,unresolved
2339,727,network,Second federal fight know.,2025-03-08,no
2340,2550,coverage,Second third military simple wind great.,2024-08-25,resolved
2341,1363,coverage,The themselves nice someone material avoid.,2025-06-04,unresolved
2342,4917,service,Organization quickly democratic food degree event.,2025-03-24,no
2343,4743,internet,Idea then health put rock hit watch read.,2024-11-10,unresolved
2344,3747,network,Partner position nature ready employee home debate.,2025-04-15,no
2345,1720,billing,This successful however dream enter.,2024-10-09,unresolved
2346,444,network,Let hope ever defense.,2024-08-04,yes
2347,250,network,Institution debate never material question spring would.,2025-01-03,yes
2348,1539,service,Total small long soldier.,2025-06-11,yes
2349,4211,billing,Late race would option water.,2025-05-30,yes
2350,4309,billing,List show born should particular future relationship a.,2025-03-18,resolved
2351,1367,coverage,Fact themselves attention.,2024-09-06,yes
2352,809,service,Shoulder economy campaign claim summer factor view.,2025-05-05,yes
2353,2685,internet,Writer discuss its specific.,2024-11-18,resolved
2354,2716,network,Buy mean everyone should pay sell ability.,2025-01-23,yes
2355,2532,billing,Newspaper defense soon camera.,2025-06-06,unresolved
2356,2871,internet,Song style study available music others fear.,2024-08-27,yes
2357,1215,service,Ready government hour nation cover into hand.,2025-02-15,yes
2358,531,billing,Exist above couple between impact week item dark.,2025-04-17,no
2359,4135,service,Laugh wall letter we.,2024-08-08,yes
2360,4695,service,Employee under item why father.,2024-08-06,resolved
2361,3805,internet,Set public effect religious key along suffer.,2024-08-16,resolved
2362,1527,coverage,,2025-05-25,resolved
2363,4182,service,Always show under hotel though see truth this.,2025-04-29,yes
2364,1500,network,Easy behind subject create nature.,2025-02-21,resolved
2365,2642,service,,2025-06-07,resolved
2366,3518,billing,Model yes fall score daughter dream gas.,2024-07-19,yes
2367,2475,coverage,,2024-10-29,no
2368,1448,billing,Coach reflect difference herself believe like step.,2025-02-18,resolved
2369,925,internet,Out today the image up blood serious.,2024-10-01,unresolved
2370,1897,coverage,,2024-08-29,no
2371,4219,billing,Way guy water if.,2024-11-24,no
2372,931,service,Body available imagine remain dark.,2025-01-26,no
2373,4192,coverage,It concern scientist card continue Congress.,2025-02-24,resolved
2374,2742,network,At resource economic apply.,2025-04-15,no
2375,2636,coverage,House area serve magazine behavior make.,2024-09-18,unresolved
2376,3135,internet,Be compare example place scene message read.,2025-06-17,no
2377,1267,service,Loss seat interesting bad them.,2025-05-10,no
2378,3539,internet,Consumer guess bring realize study what.,2025-02-24,no
2379,1722,coverage,Word analysis detail likely certainly.,2025-01-31,no
2380,4180,coverage,,2024-08-22,resolved
2381,2205,billing,Offer fill charge concern school of.,2025-02-05,unresolved
2382,465,network,,2025-06-17,unresolved
2383,2225,billing,,2025-04-18,yes
2384,1722,billing,Special agree lose international.,2024-06-23,resolved
2385,1513,service,Two nor standard conference.,2025-05-22,unresolved
2386,4570,billing,Remain range rule between look contain.,2025-05-24,resolved
2387,2815,service,Among market way production husband physical old.,2024-09-14,no
2388,947,internet,Site particular thus huge away to.,2024-09-03,no
2389,2464,billing,Economic line product.,2024-12-03,yes
2390,301,coverage,Professional first drive successful actually.,2025-06-15,resolved
2391,1510,billing,Something alone occur themselves size phone house.,2025-03-08,unresolved
2392,1314,billing,To reduce yourself entire true.,2024-09-28,unresolved
2393,451,service,Also century can box.,2024-08-22,resolved
2394,3521,coverage,Most middle machine feeling also follow.,2025-03-11,yes
2395,231,coverage,Relationship computer hair ready smile majority.,2025-02-03,yes
2396,1041,service,Goal behavior nearly another common say.,2025-05-15,no
2397,1947,coverage,Pressure sell professor join carry quality result.,2024-07-30,yes
2398,3067,billing,Store forward skill camera our deal.,2025-03-17,resolved
2399,4713,coverage,Others yet work get agency most community seven.,2024-10-19,no
2400,4971,internet,May senior land son miss.,2024-09-14,yes
2401,1741,service,Fact apply far.,2024-07-21,no
2402,2962,coverage,Create its student fly.,2025-02-12,no
2403,2002,coverage,Kid degree room trouble son somebody.,2024-12-07,resolved
2404,983,coverage,Themselves fight throughout.,2025-03-31,resolved
2405,3571,internet,Several doctor first different hour me yeah.,2024-10-01,resolved
2406,1554,coverage,Loss race cover performance free everyone.,2024-06-17,unresolved
2407,4944,internet,Interview knowledge general consumer.,2024-11-05,unresolved
2408,2079,coverage,Team action heart various history wind thus.,2024-09-16,unresolved
2409,3831,service,Heavy mouth myself collection perform medical officer.,2025-03-30,yes
2410,4184,network,Maintain film from walk.,2024-07-10,no
2411,3434,service,Campaign above need nothing hundred business side hand.,2025-04-19,resolved
2412,1423,coverage,True customer program relationship quite.,2024-12-26,unresolved
2413,2960,service,Truth doctor senior finish huge fly.,2025-03-19,yes
2414,2797,coverage,Specific society whether line have.,2025-04-08,yes
2415,2414,coverage,Do home network everything hot class let.,2024-09-26,yes
2416,204,coverage,Check garden drive professional.,2025-04-26,yes
2417,2824,service,Day Republican level wide mother ground energy.,2025-02-28,yes
2418,2128,coverage,Set red soldier explain forward.,2024-08-06,no
2419,655,billing,Actually with three next moment.,2024-07-01,resolved
2420,722,internet,,2025-05-16,unresolved
2421,3562,network,Before by degree edge.,2025-05-28,resolved
2422,2955,service,Budget be student.,2024-12-25,yes
2423,1959,coverage,Learn TV candidate.,2024-11-01,resolved
2424,3467,network,Others upon course water customer.,2025-02-12,yes
2425,1852,coverage,Bad worker kid expect any report.,2024-08-03,yes
2426,4149,network,Like matter oil north treat.,2024-08-03,no
2427,3095,network,Move movement different.,2024-10-09,yes
2428,4703,service,Write discover support from.,2024-11-14,yes
2429,4557,service,,2024-10-19,unresolved
2430,2193,internet,Rule subject deal several discussion.,2025-05-22,unresolved
2431,3281,network,Coach attack hope up once first.,2024-09-02,yes
2432,1040,service,Significant scientist simply college.,2024-09-19,unresolved
2433,952,billing,According north what former role area court.,2025-02-17,unresolved
2434,767,service,Party later increase somebody first.,2024-11-06,no
2435,3180,coverage,Worker own state television need radio available.,2025-04-27,no
2436,3468,network,Check whether education step whether.,2025-05-21,unresolved
2437,4950,internet,Air since program risk.,2024-07-03,unresolved
2438,4139,internet,Provide that nor maintain condition foreign rest.,2025-05-27,no
2439,2452,internet,Under finally cultural respond.,2024-08-27,yes
2440,4772,network,Long age PM avoid none main goal.,2024-10-30,no
2441,3953,billing,Sport six Republican claim majority most.,2025-06-07,no
2442,159,internet,,2024-10-31,resolved
2443,4397,billing,Service give yard he interest south fly cause.,2024-07-04,unresolved
2444,2887,billing,Space author adult these face probably.,2025-03-12,resolved
2445,4769,service,Head happy since career.,2024-07-01,yes
2446,3493,internet,,2024-08-11,unresolved
2447,4457,internet,Which own trial those matter.,2025-05-15,no
2448,3692,coverage,Reality maybe month worker.,2024-10-21,resolved
2449,4743,internet,Song beyond sound let set.,2024-10-04,unresolved
2450,2726,network,Born effect fight about population.,2025-04-15,no
2451,1881,coverage,Appear all inside significant quite.,2024-06-21,yes
2452,945,network,Certainly many care above top would environment.,2024-11-07,no
2453,3842,coverage,Direction herself performance line song as list.,2024-07-20,yes
2454,2058,network,,2025-03-06,resolved
2455,1352,network,Hot theory contain lawyer clearly stand city.,2024-07-16,resolved
2456,4992,billing,,2024-08-18,resolved
2457,2918,network,Down group because should.,2024-07-05,resolved
2458,4612,billing,Perhaps see threat traditional remain child case.,2025-01-29,resolved
2459,1428,coverage,Yet total require serious help ball.,2024-08-19,resolved
2460,2213,coverage,Mind great Mrs herself receive.,2025-03-14,yes
2461,2689,service,,2025-05-30,yes
2462,1861,billing,Development age you worker size above before forward.,2025-03-01,no
2463,1474,billing,Technology identify star commercial suffer reflect live real.,2024-11-09,unresolved
2464,4148,billing,Ok apply employee art live simply thus see.,2025-06-04,yes
2465,4123,internet,Take reflect play reality.,2024-11-11,unresolved
2466,3037,billing,Answer story several market part activity.,2024-11-05,resolved
2467,629,coverage,Energy visit evidence.,2024-10-22,unresolved
2468,500,coverage,Already old discover season close.,2025-04-23,resolved
2469,2845,billing,Perform first next like visit.,2024-12-02,unresolved
2470,4620,network,Somebody particular each history yet true mouth.,2025-06-01,yes
2471,1463,coverage,,2025-03-31,yes
2472,2624,network,Involve home suffer but.,2025-05-18,no
2473,2157,internet,Boy stop seek today data system.,2025-02-08,resolved
2474,4559,internet,Really them better to only.,2024-09-29,no
2475,3180,network,Talk billion move mission.,2025-04-03,resolved
2476,1069,network,Board action evidence out notice against.,2025-01-22,no
2477,4617,network,Remember open develop wrong shoulder accept type.,2024-08-28,yes
2478,4971,coverage,Meeting hospital across operation coach soldier.,2024-07-25,yes
2479,2000,service,By age allow close artist.,2025-03-08,resolved
2480,1859,service,Special yourself card maintain mouth usually.,2025-03-21,no
2481,4458,service,,2024-11-10,no
2482,4579,service,Five realize speak party about garden model activity.,2024-07-26,no
2483,4309,service,Go important know their box line than media.,2025-04-14,unresolved
2484,2569,billing,Cold have poor behind movement.,2025-01-05,resolved
2485,1606,billing,Brother star according loss third national program.,2024-08-03,yes
2486,985,coverage,Simply region quite month unit be born.,2025-01-02,resolved
2487,77,service,Stop box sister wish at safe.,2025-05-03,resolved
2488,3824,internet,Situation admit indicate nature quality house interview little.,2025-05-18,no
2489,2428,network,Energy arm trip visit.,2025-03-26,yes
2490,2936,coverage,Tell the bring student smile seat push.,2024-09-09,no
2491,1911,network,Single full lay start would surface.,2024-10-08,resolved
2492,3171,network,,2024-10-12,yes
2493,446,internet,,2025-04-24,yes
2494,4719,internet,Make suggest such travel bar official important.,2025-03-20,unresolved
2495,3033,internet,,2025-05-10,no
2496,1322,internet,Most woman carry career control modern.,2025-03-03,no
2497,3811,coverage,Others across stuff hair response describe.,2024-08-16,resolved
2498,398,service,Only fast trouble bed.,2025-02-16,no
2499,3080,network,Into ago talk since billion per.,2024-09-16,no
2500,3224,service,,2025-05-23,unresolved
2501,1749,network,Really ever run number the better.,2024-07-18,yes
2502,3291,network,Friend quickly in approach cost.,2025-04-09,resolved
2503,4634,internet,Agreement eye commercial identify audience.,2025-06-17,unresolved
2504,2418,coverage,Both phone resource believe car improve.,2025-01-01,unresolved
2505,1104,service,True pass understand shake quality interest growth.,2025-04-13,yes
2506,642,billing,Fire better fire personal bank hope.,2025-02-20,unresolved
2507,3810,network,Onto allow like fear whole into serve.,2024-11-21,unresolved
2508,1451,internet,First dog ball through page prepare.,2025-03-06,resolved
2509,792,service,Forward office food pass.,2025-05-17,resolved
2510,4645,network,Ten treatment watch law decision then resource.,2025-02-22,unresolved
2511,2778,internet,,2024-11-09,no
2512,1352,billing,Certainly artist face kind material defense single.,2025-01-08,resolved
2513,5000,coverage,Stuff identify step claim write anyone line.,2024-09-27,unresolved
2514,751,internet,Expert thought any if.,2025-04-15,no
2515,4846,billing,Million trial common call.,2025-06-15,yes
2516,1880,service,Blue stand center sit science professor middle.,2025-03-30,yes
2517,3223,coverage,Many million successful very suddenly.,2024-07-02,unresolved
2518,3282,billing,Do our out leader join although the future.,2024-06-17,resolved
2519,4125,network,Big into guess product.,2024-12-03,yes
2520,3175,service,Image every each man.,2024-12-06,yes
2521,867,billing,Own food surface minute cultural evidence another.,2024-09-03,unresolved
2522,2225,network,Face start section bar third employee try.,2024-08-08,unresolved
2523,2882,coverage,,2024-07-01,no
2524,33,internet,Stock price commercial dark.,2025-05-08,yes
2525,4006,network,Throughout provide have develop what possible should.,2025-01-03,no
2526,2150,network,Wrong energy alone race.,2024-08-19,resolved
2527,1543,internet,Pull policy head pay program decade word.,2024-08-17,no
2528,427,network,Ok successful class memory doctor.,2024-12-10,yes
2529,471,coverage,Himself source bring car resource.,2025-05-27,unresolved
2530,4145,internet,Long term collection enjoy child.,2024-10-24,resolved
2531,971,billing,Total government painting two not evidence require.,2025-03-19,resolved
2532,2850,coverage,Friend three war future build manage mission three.,2024-11-03,yes
2533,4982,billing,Deal here ahead call here this technology.,2025-02-19,no
2534,4187,service,Follow perhaps various school fact.,2024-06-28,resolved
2535,1023,coverage,Food move apply adult pressure.,2025-03-05,no
2536,2957,coverage,Economy hit pass evidence nearly.,2025-01-29,unresolved
2537,4500,internet,Rule development throw stand ball sure.,2024-08-13,yes
2538,3273,internet,Arm catch show often budget raise.,2024-07-11,yes
2539,2617,coverage,Cup debate him them city believe.,2025-01-24,no
2540,417,billing,Meeting interview also yeah thing.,2024-11-09,resolved
2541,2877,internet,May home before moment.,2024-09-20,unresolved
2542,54,network,What sort over especially everyone federal.,2024-11-03,yes
2543,1110,service,,2025-03-11,no
2544,3923,network,Race she thousand capital former four.,2024-08-20,resolved
2545,493,internet,,2025-05-23,resolved
2546,3260,network,Field however state production line option.,2024-12-23,resolved
2547,1569,network,,2024-11-14,unresolved
2548,677,service,Leg hand important despite you.,2025-04-10,yes
2549,529,service,Wife however social act.,2025-03-14,resolved
2550,1197,service,Describe word ball sign leader.,2024-06-28,resolved
2551,618,network,Stand rock both fine artist population in save.,2025-03-12,no
2552,34,coverage,Take almost foreign law money agency early.,2024-06-30,resolved
2553,4892,service,Boy art child partner north six thousand.,2025-03-02,yes
2554,4252,coverage,Law do others dinner miss.,2025-03-15,unresolved
2555,1071,service,Have mean although family.,2024-08-07,no
2556,3823,service,Discover school also tree theory minute main keep.,2025-01-07,no
2557,2795,billing,Yes attack because training put glass.,2024-08-27,yes
2558,1853,internet,For two senior sea clear door.,2025-01-29,no
2559,43,internet,Military bag yeah much tend local fly.,2024-12-07,unresolved
2560,3099,billing,Congress improve moment across note.,2024-12-07,no
2561,4611,coverage,Rock want summer charge environment wife to.,2024-10-10,resolved
2562,1091,service,Off you dinner home vote field morning talk.,2024-10-29,resolved
2563,1480,billing,Life arrive moment car.,2025-02-23,resolved
2564,3402,service,Early your often black most.,2024-09-29,unresolved
2565,1731,coverage,Meet now beyond rather population six.,2024-10-11,resolved
2566,4236,internet,Treat sea arrive to.,2025-05-21,no
2567,484,coverage,Two move during adult tree.,2025-05-25,resolved
2568,1501,network,Baby give not medical meeting option president.,2024-12-10,unresolved
2569,2524,billing,Ask rise focus far.,2025-02-25,resolved
2570,889,network,,2024-07-30,no
2571,1137,service,Main cultural product.,2025-02-04,no
2572,4897,coverage,Option expert body note.,2025-03-05,resolved
2573,2486,service,Child maintain yes sit player so determine.,2024-06-30,unresolved
2574,4664,billing,,2025-02-15,unresolved
2575,1489,internet,Through large gun admit some old them.,2024-10-08,unresolved
2576,576,service,Billion industry board instead grow.,2024-06-29,unresolved
2577,3591,coverage,Side dog remember necessary.,2025-01-13,yes
2578,4907,coverage,Entire specific attorney sit society body.,2025-04-15,yes
2579,1608,service,Will him discussion.,2024-08-20,yes
2580,79,internet,Recently one middle story home mission kind.,2024-10-30,unresolved
2581,4022,network,Few whether drop city control between.,2024-07-16,resolved
2582,1248,service,Pull simple respond too its nature weight.,2024-10-16,yes
2583,1300,service,,2024-10-10,unresolved
2584,3375,service,Concern girl society.,2025-01-17,unresolved
2585,2491,network,Property make herself art show pressure week professional.,2024-09-30,no
2586,3238,network,Expert low prevent.,2025-06-10,unresolved
2587,3867,coverage,Bank late remember beat tough third beyond.,2024-12-15,unresolved
2588,1587,network,Lead that allow woman.,2024-08-07,no
2589,2280,network,International own so.,2024-10-17,no
2590,46,billing,Finish marriage mention one.,2025-04-15,no
2591,4837,coverage,Ten player job.,2024-07-24,unresolved
2592,650,billing,Thing civil note ability listen.,2025-02-12,no
2593,1561,billing,Ask draw white any prove wall.,2024-11-16,no
2594,2657,internet,Administration occur likely finish enjoy letter.,2024-12-22,unresolved
2595,871,billing,Live education sea might every movement nice.,2025-04-06,no
2596,1786,service,Finish agent street major lead capital billion.,2024-07-06,unresolved
2597,4795,internet,Street tree as term.,2025-04-03,yes
2598,4862,service,Future join he run crime.,2024-08-12,unresolved
2599,1938,service,,2024-09-02,unresolved
2600,1579,service,Certainly last black nothing.,2024-08-30,yes
2601,3102,network,Oil cultural leader section require choose.,2025-06-08,no
2602,2077,internet,Lot according food.,2024-12-16,yes
2603,4063,internet,Election argue result movement.,2024-08-07,no
2604,765,network,Suggest top about present former third maintain successful.,2024-10-16,no
2605,704,billing,Work test join plan guy tough how enter.,2024-12-08,no
2606,2177,service,Again machine parent machine director.,2024-09-18,no
2607,4801,internet,Run fast class others own behavior region.,2025-06-09,unresolved
2608,2474,internet,Offer act begin such.,2025-04-16,no
2609,4927,billing,,2025-05-26,resolved
2610,4736,billing,Occur young firm sense bring.,2024-12-23,yes
2611,4644,service,Shoulder receive end very sing.,2025-02-27,no
2612,3430,internet,Need up ability investment century one.,2025-03-10,resolved
2613,1965,network,Paper wish word she despite according anyone.,2025-05-25,unresolved
2614,4110,service,Left condition stop police.,2024-09-14,yes
2615,4107,internet,Effort among teach eat coach.,2025-03-11,unresolved
2616,2284,network,Protect data use base course.,2024-11-18,no
2617,1419,coverage,Form site official stock know.,2024-08-09,no
2618,3247,network,Admit development ago available sometimes offer let throw.,2024-12-08,unresolved
2619,4347,coverage,Room account manage simple actually be defense.,2024-11-14,resolved
2620,2871,network,,2025-03-02,yes
2621,4239,service,Lose step where though million see per.,2025-02-25,unresolved
2622,700,service,Road piece these seek especially performance scene.,2025-02-12,no
2623,1752,coverage,,2025-05-12,unresolved
2624,4517,network,Can old person side.,2024-08-30,yes
2625,2781,service,Care same seek along woman dark race quite.,2025-01-30,no
2626,1922,service,Choose first take community form administration tonight.,2024-11-22,yes
2627,3697,service,Poor other finish growth fire officer.,2024-10-23,no
2628,218,internet,Democrat report official politics.,2025-05-05,unresolved
2629,3138,coverage,Join least item market range.,2024-10-29,resolved
2630,2531,billing,Deep western major too present upon health interesting.,2025-06-16,yes
2631,4101,coverage,Occur begin guy field business remain east.,2025-03-29,no
2632,2804,service,Get benefit camera blue.,2024-09-20,yes
2633,3189,billing,Part deal number player message.,2025-05-16,resolved
2634,227,coverage,His ahead bad let hold day sort.,2025-04-25,unresolved
2635,2733,billing,,2025-04-20,unresolved
2636,3840,billing,Just my threat health money account father.,2025-04-08,resolved
2637,4067,service,Soon trial stage address former also argue.,2025-04-27,unresolved
2638,1614,billing,,2025-04-04,resolved
2639,936,billing,Population compare night.,2025-02-08,resolved
2640,3242,internet,Stuff term fish week challenge much attention.,2024-07-13,yes
2641,3266,internet,Decision present character message husband step.,2025-06-10,yes
2642,3433,coverage,Trip heavy newspaper too who he represent.,2025-03-01,no
2643,3050,billing,,2025-05-04,no
2644,4485,coverage,Turn billion describe push anyone wind science defense.,2024-09-29,resolved
2645,4991,internet,Buy newspaper should management drive.,2024-06-18,resolved
2646,3471,network,Dream her reduce represent.,2024-06-19,yes
2647,3832,internet,Bad kind idea seem state chance.,2024-07-26,resolved
2648,666,coverage,,2025-05-26,resolved
2649,2445,coverage,,2025-02-05,unresolved
2650,4918,network,Author imagine your late.,2024-11-24,yes
2651,664,coverage,Image his unit and move daughter green.,2024-11-20,unresolved
2652,4260,network,Concern boy important style computer everybody trade.,2024-11-05,no
2653,4803,coverage,Occur center heavy much issue anyone.,2025-03-11,unresolved
2654,3926,coverage,Design fine hold executive size court identify gas.,2024-08-21,no
2655,4792,billing,Benefit street go mouth cause.,2024-12-21,unresolved
2656,4519,network,Early easy owner thousand.,2025-06-15,unresolved
2657,2872,coverage,White rate design various scene.,2024-07-30,yes
2658,4252,service,Child painting food apply rich window.,2024-11-02,no
2659,1041,network,Though radio form summer view commercial.,2025-02-25,no
2660,420,internet,Side conference baby court western home subject.,2025-06-17,no
2661,4958,billing,Unit south debate group all.,2024-10-18,no
2662,536,billing,Begin laugh gun trial still second especially.,2024-08-09,unresolved
2663,2401,internet,Effort plan or decide best around too.,2024-11-27,resolved
2664,346,internet,Amount game name forward when.,2025-04-10,yes
2665,487,service,Rise play thousand guess yard again finally.,2025-05-02,no
2666,814,network,,2025-04-07,no
2667,2370,billing,Huge recognize card clear during mouth.,2024-10-24,no
2668,4670,internet,Trip clearly born participant reality artist.,2024-12-21,no
2669,2648,internet,,2024-07-31,no
2670,3178,coverage,Surface work throw firm.,2024-07-01,no
2671,118,coverage,Probably environment some newspaper central.,2025-04-23,no
2672,2460,billing,,2025-01-29,no
2673,3854,service,Some sense describe memory there must position.,2024-08-29,unresolved
2674,4654,internet,It challenge however green draw off.,2024-08-28,yes
2675,2246,service,Positive phone able knowledge rest miss.,2025-05-07,yes
2676,3299,network,Lead government difference save within.,2025-02-14,yes
2677,1888,coverage,Population yourself long recognize take see.,2025-05-11,resolved
2678,2585,service,,2024-12-15,no
2679,3343,billing,Significant what since both pattern kind.,2025-01-14,resolved
2680,1091,coverage,Character public time try crime president.,2024-11-30,no
2681,4596,internet,Other determine up experience.,2025-05-08,resolved
2682,3663,coverage,Story argue computer me believe citizen notice.,2024-08-10,unresolved
2683,3524,service,Notice consider hope weight century understand deal write.,2025-06-01,no
2684,4661,billing,,2024-10-24,resolved
2685,2989,network,Every doctor call with.,2024-08-12,no
2686,3508,service,,2025-04-27,resolved
2687,2636,service,Room one position answer.,2025-02-13,no
2688,849,service,Case watch thus say offer represent because.,2025-04-20,resolved
2689,4065,service,Build discover game leave call there.,2025-04-17,yes
2690,4451,service,His against southern participant though science shoulder Democrat.,2025-04-13,yes
2691,628,network,Move response term expect property.,2024-09-06,no
2692,3067,network,Cost bit young picture bed case.,2025-02-24,resolved
2693,3992,network,,2025-04-10,resolved
2694,855,coverage,Since really play least anything marriage particularly.,2024-12-04,yes
2695,56,coverage,Share media good.,2025-04-24,yes
2696,647,billing,Business business fund learn receive.,2025-03-23,unresolved
2697,80,network,Food newspaper baby beyond.,2024-10-01,yes
2698,4708,service,Sport especially no audience.,2024-09-02,no
2699,603,network,Recently hot week those.,2025-05-27,yes
2700,3910,internet,It space rule might quality.,2025-01-29,resolved
2701,9,coverage,Get feeling maintain tend scene.,2024-12-22,yes
2702,3457,service,Share effect represent method.,2024-07-11,unresolved
2703,1705,billing,His store yourself.,2024-10-16,yes
2704,2236,service,Race sell pick head scientist.,2024-08-13,no
2705,3604,internet,Let happen real seek building simple man.,2024-09-08,unresolved
2706,4662,service,Type place interview quite base central.,2025-01-28,resolved
2707,917,coverage,Send six go daughter girl staff argue.,2024-10-15,unresolved
2708,2647,network,Hospital figure care six government executive assume difference.,2024-08-14,no
2709,4188,internet,Collection adult dream high program election image difficult.,2025-03-22,unresolved
2710,3615,coverage,Sit something upon girl.,2025-04-26,no
2711,4727,internet,Get future opportunity will room send natural.,2024-07-19,no
2712,2252,billing,Own cause day perhaps.,2025-05-11,resolved
2713,2531,service,Apply write care conference.,2024-08-10,resolved
2714,3449,internet,Local wrong mind act every.,2024-07-03,yes
2715,4200,coverage,Assume quite two step will quality fact.,2025-06-17,yes
2716,3398,billing,Huge wind us new.,2024-11-04,yes
2717,2262,service,Case get worry unit.,2024-08-02,no
2718,4387,network,Your deep sing worker.,2025-03-12,unresolved
2719,525,network,Ball leg ok realize month rich.,2025-02-26,resolved
2720,2625,billing,Nation evidence major position for interesting.,2025-02-05,resolved
2721,4341,service,Tend cold loss fall how color resource.,2024-07-24,yes
2722,582,network,Call whose according employee food hold fight.,2025-03-08,no
2723,4809,billing,Record her book worry always under let.,2024-09-26,resolved
2724,1967,coverage,Staff possible court key either live.,2024-09-17,no
2725,4020,coverage,Kind where cause.,2024-10-04,resolved
2726,1024,network,Appear religious yard style just product.,2024-10-16,yes
2727,444,billing,Explain two entire security mother major again go.,2024-12-03,resolved
2728,3105,service,City spend later American color.,2024-11-17,unresolved
2729,1985,service,Key we very story.,2025-03-27,no
2730,4377,billing,Politics nearly subject.,2025-03-09,yes
2731,3411,billing,Institution perform among very.,2024-08-18,no
2732,4363,network,Carry keep always thought edge last seven art.,2024-12-03,yes
2733,3165,network,Without accept resource best seem quickly bag newspaper.,2025-03-10,no
2734,1349,service,Company appear other color even total.,2024-10-13,no
2735,3776,internet,Company city individual boy order network.,2024-07-07,unresolved
2736,3974,coverage,Fall wide medical behind good cause.,2025-01-28,unresolved
2737,3424,billing,Half policy cost about law structure.,2024-12-13,unresolved
2738,3560,coverage,,2025-01-15,no
2739,4237,service,Center court as now coach between participant.,2024-12-19,unresolved
2740,3179,network,Foot economy car eye.,2025-03-22,yes
2741,4100,billing,Pull truth new actually more.,2025-03-30,unresolved
2742,2097,service,Ground administration not wind.,2024-07-12,no
2743,2903,billing,Car thought can tax offer read doctor.,2025-02-22,no
2744,2855,service,Event resource player rather have.,2025-05-17,no
2745,4891,coverage,Yeah respond imagine single forward six behind.,2025-04-22,resolved
2746,3941,billing,Gas another around because.,2025-06-03,no
2747,1881,internet,Our fine buy consumer.,2024-11-13,unresolved
2748,1107,billing,Time argue visit available.,2025-03-05,no
2749,3238,network,Tv employee analysis economy senior will get.,2025-05-05,unresolved
2750,4555,coverage,Raise effort less true summer save record.,2025-04-24,yes
2751,2611,service,View produce chair education successful still time.,2024-08-23,resolved
2752,775,internet,,2024-08-05,unresolved
2753,1037,billing,Then song alone read quickly agency.,2024-08-03,resolved
2754,1221,network,Today first issue allow method must company.,2024-12-18,no
2755,386,internet,Idea consider onto letter meeting however.,2025-04-28,no
2756,4302,internet,Rich spring toward day agree see require.,2024-10-08,yes
2757,1308,coverage,Knowledge life about my fish.,2024-11-29,yes
2758,4457,billing,Before a accept building.,2025-01-28,no
2759,700,network,Recently get degree structure.,2024-07-03,yes
2760,3427,network,Discussion cause make training personal hold.,2024-10-17,yes
2761,3881,service,,2024-08-10,unresolved
2762,819,coverage,Everyone general action.,2024-10-20,yes
2763,4352,internet,Though bag smile key open produce.,2024-07-12,resolved
2764,2660,internet,Defense sometimes save allow.,2024-08-29,no
2765,4944,service,Most officer reach beat start draw model.,2024-07-27,resolved
2766,548,billing,Top partner wife view detail.,2024-09-27,yes
2767,1876,internet,Law far throughout hotel old.,2025-06-05,yes
2768,2669,network,Save hand thank door professor front.,2024-08-30,yes
2769,1400,network,Ready professor year share local really.,2025-04-26,unresolved
2770,2306,internet,Leader project weight go.,2024-09-17,unresolved
2771,4873,service,Space so man although artist protect here.,2024-10-08,resolved
2772,4084,coverage,Page television thousand.,2025-04-21,resolved
2773,3328,network,Last strong risk region article level professor coach.,2024-11-15,yes
2774,3252,billing,,2024-10-10,no
2775,1431,billing,Share perform light bring.,2025-05-14,yes
2776,2507,network,Positive yet information religious.,2024-09-16,unresolved
2777,1842,service,Tree explain firm military garden prove often.,2025-04-11,no
2778,3310,network,Election sense first party business.,2024-08-22,unresolved
2779,3258,coverage,Range environment while.,2024-12-12,no
2780,1414,coverage,,2025-01-02,resolved
2781,2371,coverage,Treatment board power police hope might last.,2024-09-18,no
2782,1099,internet,Shoulder cause campaign direction wide increase.,2024-12-01,unresolved
2783,1156,internet,Dream magazine surface important.,2025-04-26,yes
